id,name,contact_phone,contact_email,street_address,website,city,state,zip,latitude,longitude,share_address,share_phone,share_email,created_at,updated_at
802,Safe Haven Refuge,1-257-707-5074,odell.erdman@hickle.test,255 Parisian Pass,http://wunsch.example/valentin,San Francisco,CA,85150,37.92749331376578,-122.1219830281499,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
803,Sunny Days Refuge,(754) 427-3141,larry_stoltenberg@hoeger.test,8911 Cody Union,http://tremblay.example/hien,Houston,TX,52980,29.983187081873496,-95.13436450024173,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
804,Dream Safe Haven,824-642-2882,bradly_nader@nicolas.example,175 Renner Club,http://prohaska.test/armandina.rolfson,Raleigh,NC,31443-4023,35.730768241735944,-78.8819859975942,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
805,Promise of Tomorrow Refuge,(890) 453-4698,carrol_barton@cruickshank.example,79694 Dodie Canyon,http://goodwin.test/christopher,Virginia Beach,VA,04960-1959,36.630093099461924,-76.05733452931105,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
806,Bridges of Hope Shelter,267.995.0520,rachal_bailey@weber.test,9035 Borer Plaza,http://sauer-hessel.example/abel,Austin,TX,36477-5390,30.044021804097458,-98.05488723646079,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
807,Lighthouse of Hope,(702) 976-7715,myrtice.rogahn@little-crooks.example,897 Kirby Circles,http://schuppe.test/bethann,Houston,TX,49581,29.869935198401276,-95.39020498756462,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
808,Journey to Belonging,1-959-111-0647,norman@stark.example,2557 Hector Expressway,http://harber.test/jacques.schamberger,Sacramento,CA,44684,38.6849436892917,-121.72179918179297,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
809,Beloved Shelter,544-791-5222,mitchell_homenick@schulist.test,6755 Lizette Shoal,http://rau.example/adrian,Wichita,KS,02978,37.97588276754337,-97.33392488923789,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
810,Solace Shelter,470-232-8115,georgene_rempel@koelpin.example,67474 Pamala Junction,http://casper.example/lesley,Los Angeles,CA,47580,34.157751503713364,-118.3731749690153,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
811,Sanctuary of Dreams,1-495-301-9416,arnulfo.stark@weimann.example,88934 Audra Path,http://hauck-kunze.example/stanley,Houston,TX,91340-2382,29.88477902724369,-95.49022852366333,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
812,Refugee Empowerment Center,(377) 654-9271,randall@osinski.example,53505 Kiehn Locks,http://brekke.example/burton.sipes,San Francisco,CA,97274-6430,37.95810689831809,-122.38930090741734,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
813,Comfort Cove Shelter,1-422-365-3048,linwood@fritsch.test,23717 Rosenbaum Court,http://bartell-leuschke.test/lecia,Minneapolis,MN,95912,44.84164832264547,-93.20792158241913,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
814,Dream Safe Haven,494.536.5095,hailey@littel.test,673 Stracke Mountain,http://cronin-schneider.example/zaida,Raleigh,NC,75714-2944,35.71963199957536,-78.27855777966624,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
815,New Horizons Shelter,273-350-5420,merlin@gleichner.test,19702 Koss Orchard,http://bergstrom.test/kermit_cummerata,Baltimore,MD,74760-0502,39.31114791033985,-76.77473669927417,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
816,Comfort Cove Shelter,243.644.5013,chieko_okuneva@funk.example,45226 Kunde Plains,http://kshlerin.test/yuette.treutel,Denver,CO,03168-4947,39.63389912753823,-104.89255193923346,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
817,Warmth and Welcome Shelter,(119) 089-5620,julian.boehm@champlin.example,289 Santana Hills,http://gutkowski-zemlak.test/terrell,New Orleans,LA,64916-4690,29.94026651880067,-89.92746857640722,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
818,Healing Hearts Haven,520-080-4232,faustino.corwin@bartell-johnston.test,322 Efrain Roads,http://kunde.example/alison.hahn,Albuquerque,NM,90209,35.045109736378464,-106.60911227512292,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
819,Harbor of Safety,(358) 497-5759,palmira@littel-adams.example,82810 Von Run,http://grady.example/shizuko,Chicago,IL,79180-5444,41.60192180523374,-87.73070622411083,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
820,Homecoming Haven,988-958-2297,dalton@mohr.example,8740 Marcos Flats,http://grimes.example/shizue,Wichita,KS,47614,37.85842902845141,-97.49427298765687,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
821,Sunny Days Refuge,444.799.1297,caleb@bins.test,9411 Rippin Parkway,http://tromp.example/matthew_huel,Oakland,CA,10750-2231,37.96582073860982,-121.99239147376994,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
822,Safe Haven Refuge,956.759.8843,enoch@murray.test,877 Pfannerstill Summit,http://jacobson-dibbert.test/fernanda,Atlanta,GA,18393-0507,33.54911946167742,-84.4305862217964,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
823,Warmth and Welcome Shelter,(317) 331-4371,minta.mcglynn@ankunding.test,1215 Kessler Prairie,http://weber-howell.example/adrianne,Nashville,TN,86163,36.41805478430986,-87.00418997898582,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
824,Caring Haven,873.680.3323,shasta_ebert@hagenes-abbott.example,19964 Connelly Locks,http://stoltenberg.test/darrin.bosco,Long Beach,CA,97019,33.58083364146393,-118.32164952675768,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
825,New Beginnings Shelter,1-660-008-3347,berniece_little@willms.example,10809 Wyman Mountains,http://conn.example/jesus.pacocha,Cleveland,OH,04654,41.312843114784954,-81.53626873336549,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
826,New Horizons Shelter,452.791.9562,isaias.huel@schuppe.example,411 Kozey Points,http://kreiger.example/emmanuel.hegmann,Philadelphia,PA,55290-1289,39.77526286639909,-74.83638916706269,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
827,Radiant Retreat Shelter,934-195-2618,hyman_green@schumm-krajcik.example,38607 Runolfsdottir Fork,http://larson.test/manuela,Atlanta,GA,45612-7829,33.97256418664558,-84.67843646983445,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
828,Guiding Light Shelter,986-429-6234,danita_ullrich@torp.test,1360 Barton Point,http://bartell.example/doreen.davis,Phoenix,AZ,41891,33.19320316871703,-112.1017356671699,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
829,Homecoming Haven,599-529-7821,elva@heidenreich.example,65030 Craig Avenue,http://schmidt.test/lanny,Long Beach,CA,25569,33.628678915242666,-117.97517439838305,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
830,Companionship Refuge,1-806-980-9337,broderick@volkman.test,23703 Mathilde Plaza,http://ledner-kuvalis.example/man.hermiston,Las Vegas,NV,83778,36.12279048636648,-115.50778769279555,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
831,Open Arms Refuge,(701) 729-5609,theodore@walker.test,481 Ulysses Dam,http://connelly-volkman.example/nena,Milwaukee,WI,85520,42.85282436514748,-87.9860598235701,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
832,Heartwarming Shelter,554-946-8883,trenton@mosciski.example,7405 Viki Fall,http://bogan.test/keila.gerlach,Virginia Beach,VA,94371,36.767652099065145,-75.96968233375698,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
833,Sunrise Sanctuary,1-214-555-8999,broderick@prohaska.test,31162 Sonny Rapid,http://weimann.example/stan,Boston,MA,41499,42.35329006196491,-71.30979604034434,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
834,Sunny Days Refuge,1-989-451-0183,angelika@mraz-davis.test,68881 Kuvalis Summit,http://oconner-muller.example/cary_gleichner,Los Angeles,CA,68339,34.337443500526184,-117.8742136913527,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
835,Promise of Tomorrow Refuge,(779) 319-0101,israel_quitzon@durgan.test,3034 Lucienne Branch,http://ondricka.test/leanora,Long Beach,CA,79686,34.02399897988171,-118.38268190053073,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
836,Welcome Winds Refuge,1-268-830-4183,otis@corkery.example,12755 Edison Via,http://zemlak.test/etsuko,Baltimore,MD,59884-2018,39.05452725020672,-76.3224942563369,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
837,Harmony Haven,460.773.4175,lorenzo_lemke@cassin.test,199 Wilburn Stream,http://feest.test/dalene,Boston,MA,44772-7363,42.61247976779789,-71.07607186620169,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
838,Harbor of Safety,1-223-145-7896,roman_nicolas@hills-gislason.test,464 Gearldine Lane,http://roob.example/toi,Sacramento,CA,80097,38.36283896783356,-121.61102599846902,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
839,Heartwarming Shelter,(765) 388-1788,hana@larkin.test,420 Ward Forges,http://yost-doyle.example/wilburn,Memphis,TN,51797-1415,35.353626231926704,-89.79015736944257,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
840,Life Renewal Refuge,591.175.9891,jazmin.schaden@schmeler.example,340 Gottlieb Inlet,http://harvey.example/sylvester,Baltimore,MD,19674-8465,39.03559225077916,-76.33497136908862,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
841,Bridge to Belonging,612.594.6601,ray_turcotte@schowalter.example,395 Galina Dam,http://kshlerin.example/walker.ullrich,Omaha,NE,52313-6320,41.3328027627285,-96.00867261318749,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
842,Bridge to Belonging,(392) 941-8124,lenard@langworth.example,15905 Mohammad Road,http://ratke.test/emmie,Minneapolis,MN,41290-6172,45.20935605419162,-93.18408244762773,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
843,Bridges of Hope Shelter,1-854-709-4991,jere_schulist@toy.test,55804 Alonzo Viaduct,http://padberg-hand.test/jennell.koch,Jacksonville,FL,34895-9669,30.368003403769478,-81.45273288177269,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
844,Guiding Light Shelter,190.078.9154,james_pagac@schoen.example,102 Darrick Cove,http://fadel-spinka.example/son,Boston,MA,24498-2321,42.380973616022686,-71.30586104981107,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
845,Sheltered Serenity,310.026.2496,shaquita.satterfield@hermann.example,59775 Kesha Glens,http://turner.example/alvaro,Atlanta,GA,71779,33.48643736609776,-84.17679811707112,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
846,Golden Oasis Shelter,331.080.6100,gerald.botsford@gusikowski-mills.test,136 Abshire Views,http://schuppe.example/anderson_hermiston,Boston,MA,82223-0161,42.168888500669084,-70.69697564270456,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
847,Companionship Refuge,(536) 428-3382,delila@kuhic.example,83647 Lai Causeway,http://bailey.test/marisha,Albuquerque,NM,71423-8014,35.31835517181405,-106.51246185885067,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
848,Homecoming Haven,626-402-6153,denita@aufderhar.test,407 Quitzon Overpass,http://veum.test/andreas_boyle,San Jose,CA,71864-8553,37.11619840257633,-121.74850642233389,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
849,Tranquil Oasis,377-903-1900,carlos@franecki-blanda.test,85095 Rocco Point,http://barton.test/suzi.koelpin,Sacramento,CA,11109,38.4809354955796,-121.82745490043096,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
850,Peaceful Pathway Shelter,684.761.7276,arnulfo@dickens.example,87705 Kori Hollow,http://bahringer.example/jimmie_hauck,Philadelphia,PA,89242-1603,39.972956410734064,-74.87998437220519,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
851,New Horizons Shelter,1-985-881-7292,kaleigh.gulgowski@wilderman.example,398 Erdman Spring,http://hagenes-schuppe.test/sylvester.pacocha,Memphis,TN,22090-0784,35.04145004607877,-89.8314742334159,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
852,Shelter from the Storm,430.391.3683,madalyn_wehner@schumm-ritchie.test,37817 Maricruz Stravenue,http://von.example/alisha_mraz,Omaha,NE,53248-3031,41.442218869457875,-95.6021824392833,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
853,Empathy Haven,(900) 095-4982,gregg@vandervort.test,82907 Morissette Trace,http://herzog-streich.test/tobias_ortiz,Atlanta,GA,63817-8929,34.00400124533422,-84.74751013676648,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
854,Lighthouse of Hope,888.983.1250,cortez@wisozk.test,366 Johnston Mill,http://hermiston.test/skye,Denver,CO,02302,39.605301666643555,-104.89706580689153,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
855,Pathway to Peace Refuge,569-188-3468,robin@schamberger.example,74090 Kathline Meadows,http://bosco-von.test/bryan,Kansas City,MO,73319-0835,39.174831167947325,-94.76653446895531,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
856,Open Arms Refuge,1-849-000-6606,sidney@feil.example,9166 Tyree Orchard,http://rohan.example/princess.cassin,"Washington, D.C.",DC,17208-4439,39.11120892127028,-76.79265662153102,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
857,Sheltered Hearts Sanctuary,1-220-927-2531,ron@ledner-rau.example,86494 Grady Rest,http://zulauf-hintz.example/tangela,Las Vegas,NV,09664,36.244464481413736,-115.13648712090273,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
858,Tranquil Oasis,266-165-2191,beata@schneider.example,763 Grimes Camp,http://quitzon-barrows.test/leonor_vandervort,Arlington,TX,26807,32.698694720995306,-96.81009518083067,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
859,New Horizons Shelter,949-664-9709,tuyet@howell-parisian.test,765 Spring Crescent,http://hettinger.test/russell_veum,Chicago,IL,85806-7935,41.67920497554259,-87.97072135461457,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
860,Graceful Shelter,1-246-636-5308,rodolfo_wisoky@parisian.test,307 Abram Course,http://sawayn.example/pok,Albuquerque,NM,39613-8800,34.89424401303309,-106.9067865715279,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
861,New Beginnings Shelter,811-375-9266,chrystal@cole.test,583 Leone Fort,http://carter.test/maureen.hegmann,Los Angeles,CA,58201,34.2319990284408,-118.52416933670466,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
862,Empathy Haven,809.357.3696,edison@cronin-mcdermott.example,6632 Joey Lake,http://dibbert.test/kendall.collier,Philadelphia,PA,09266,40.07445961406195,-75.1494144814002,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
863,Refugee Empowerment Center,(947) 731-9887,vanessa@okuneva.example,60702 Dickens Crest,http://white.test/grazyna_johnson,Minneapolis,MN,95897,45.0379630502902,-92.96131384935339,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
864,Shelter from the Storm,470.133.4104,wilson@ondricka.example,2372 King Flat,http://batz.example/jerald.haag,Sacramento,CA,04211,38.67003120287721,-121.83993246717641,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
865,Warm Embrace Refuge,185-635-2562,solomon_hettinger@rau-cummings.example,299 Barton Vista,http://bruen-abshire.test/bertram.swaniawski,Arlington,TX,76770-3473,32.798130518176386,-97.1807337298747,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
866,Compassion Corner,(368) 408-7647,aleshia.becker@fahey-quigley.test,1558 Cartwright Stravenue,http://west.test/bethany.purdy,Austin,TX,13095-1114,30.143820255105208,-97.99906608177182,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
867,Sanctuary of Dreams,(652) 687-2137,cleo@stokes-sawayn.example,55912 Jarred Port,http://brown.example/eura,Las Vegas,NV,24119,36.1936280085095,-115.0784894538425,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
868,Lighthouse of Hope,189-966-8919,matha@ferry-heller.test,551 James Brook,http://rowe.example/herman.goyette,"Washington, D.C.",DC,33130,38.62087717256907,-77.39963470383037,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
869,Heartwarming Shelter,138.913.7164,gene.rutherford@okuneva.example,515 Pacocha Gateway,http://lowe.test/georgie,Fresno,CA,37704-4625,36.51633517755591,-119.52191218492516,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
870,Shelter from the Storm,314-122-0650,burt.krajcik@harber.test,90143 Runolfsson Route,http://swaniawski-medhurst.example/tim_carroll,Detroit,MI,63828-6591,42.344651082289445,-83.41405575309639,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
871,Unity Refuge Center,751.053.2734,gail.williamson@mckenzie-terry.test,2245 Toy Motorway,http://doyle.example/alfonzo.hayes,Las Vegas,NV,19483,36.032281110382414,-115.00508810864902,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
872,Refugee Empowerment Center,591.962.2636,matthew@white-hayes.example,198 Pok Island,http://rath.example/fredda,Tulsa,OK,32627-5014,36.02717843448921,-95.9460156074589,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
873,Comfort Cove Shelter,(526) 965-9224,melody.reichert@hagenes.example,1550 Leuschke Villages,http://shields.example/vella.schmitt,Arlington,TX,15448,32.5744584355473,-97.34921455528824,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
874,Companionship Refuge,(735) 613-2589,margorie.rice@swaniawski.test,3332 Dee Islands,http://vonrueden.test/domenic_dibbert,Oakland,CA,56724,38.069759518947,-122.03735939757962,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
875,Recovery Refuge,641-692-7896,aundrea_boehm@altenwerth-hettinger.example,586 Denis Oval,http://oconnell-kuhic.example/damon,Louisville,KY,50427,38.15770208758492,-85.83667321919052,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
876,Bridge to Belonging,131.998.5978,odell@ortiz.test,55644 Mickey Place,http://kreiger.test/georgiana_bednar,Virginia Beach,VA,33840,36.90777669695871,-75.77345595269963,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
877,Hopeful Haven Shelter,1-914-097-9643,robt@lebsack-ledner.test,6666 Chang Place,http://senger.example/autumn_moen,Louisville,KY,62739-0394,38.28294002178654,-86.00974916866281,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
878,Harmony Haven,(323) 908-8294,minerva@mcglynn.example,4655 Claude Key,http://gutkowski.example/demetra,Cleveland,OH,42070-7618,41.35486891676438,-81.35993086934269,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
879,Angel's Arms Shelter,1-641-965-5154,cameron_gerlach@corwin-kreiger.test,1659 Yael Stream,http://hammes.example/huey.sanford,Boston,MA,35607-2835,42.11336979878917,-71.32783962963846,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
880,Sheltered Serenity,111.251.2744,julene_johnston@runte.test,779 Aurelio Port,http://swaniawski-emard.example/pedro.wehner,Oakland,CA,75612-2814,37.96560027510577,-121.96570537050768,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
881,Sunrise Sanctuary,120-132-9921,wendell.stoltenberg@kohler.test,2750 Mertz Fords,http://stoltenberg.test/hyman,Las Vegas,NV,40831,35.920551046118945,-115.05379862299498,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
882,Solace Shelter,294-746-7687,wyatt@champlin-crooks.test,57324 Margarette Pines,http://beer.example/kirby.lesch,Las Vegas,NV,50124-2558,35.99452826284717,-115.43521892426492,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
883,Angel's Arms Shelter,(631) 889-6074,onita@mayer.test,984 Bechtelar Street,http://rohan.test/romana,Virginia Beach,VA,45471-9319,36.64581541144721,-76.0880998138757,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
884,Sheltered Hearts Sanctuary,135-235-7027,michael@spencer.example,835 Henry Fords,http://schulist.test/brant.bruen,Charlotte,NC,65052-8677,35.274363667244536,-81.02321129828731,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
885,New Horizons Shelter,(989) 923-4157,roseanna_wuckert@cormier-bogan.example,12421 Littel Fords,http://dubuque-muller.test/reynaldo_cronin,Raleigh,NC,34745,35.697903798690085,-78.64203503980991,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
886,Healing Hearts Haven,505-862-9536,marty_damore@quigley.test,88021 Torphy Port,http://maggio-baumbach.test/santos.toy,Milwaukee,WI,18460-0943,42.88017229022092,-87.84219370287714,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
887,Serenity Shelter,400-062-8259,virgina.rosenbaum@bogan.test,15297 Jake Parkways,http://littel.example/shayne,Detroit,MI,30594,42.3379045548469,-82.69968218471215,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
888,Comfort Cove Shelter,1-154-372-9157,samella@muller.example,53530 Stehr Ports,http://turcotte.example/terica.hagenes,Milwaukee,WI,18931-3714,42.991902282869795,-88.19607200203629,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
889,Dream Safe Haven,739-336-0472,mayme.christiansen@torp-bosco.example,2723 Nick Valleys,http://jacobi.test/lindsay,Nashville,TN,23935,36.25287393990044,-86.68490739395159,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
890,Safe Haven Refuge,489.553.9083,fletcher@nolan-howell.test,94839 Eura Springs,http://will-walsh.example/carmel_dibbert,Oakland,CA,94407,37.82030832043646,-122.15725680826111,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
891,Journey to Belonging,847-909-1742,cristopher.king@greenfelder.example,61968 Deckow Falls,http://connelly.example/terence,San Antonio,TX,28358-3155,29.253150092355344,-98.37490144605076,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
892,Heartwarming Shelter,1-604-662-8006,rene_wilkinson@flatley.example,42320 Eddie Mills,http://torphy-shields.test/misty.lehner,Austin,TX,48080-9930,30.170921428236163,-97.70392174543005,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
893,Radiant Retreat Shelter,884.340.5809,duane.kertzmann@rutherford.example,54989 Koss View,http://gutmann.test/esta.dietrich,Austin,TX,15173,30.55968065318089,-97.85309902096023,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
894,Strength in Unity Haven,(589) 874-8865,avril.vonrueden@fritsch.example,1143 Hien Views,http://abshire.test/iluminada.ankunding,Los Angeles,CA,95910,34.19616888617278,-118.0606281807899,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
895,Pathway to Peace Refuge,(414) 552-8854,numbers@dubuque-ondricka.test,9954 Cassy Coves,http://lemke.example/cammie,Minneapolis,MN,82042-5482,44.91478671490301,-93.60575595264028,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
896,Hope Bridge Shelter,(504) 484-2012,nolan_oconner@weimann-oconnell.example,35282 Alfreda Expressway,http://greenholt-mueller.example/vaughn,Memphis,TN,13820-9399,35.24419075481116,-89.76333465449518,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
897,Sheltered Hearts Sanctuary,(318) 114-0285,meta@lebsack-dach.example,71207 Mohammed Groves,http://halvorson.test/erasmo_bahringer,Los Angeles,CA,49994-0292,34.31208588841993,-118.6036603509689,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
898,Safe Haven Refuge,438.982.5208,demetrius@trantow.example,855 Bradtke Plaza,http://zieme.example/donald,Philadelphia,PA,38194-9111,39.686951294731664,-75.35515674708829,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
899,New Horizons Shelter,1-760-940-2944,wilber@pagac.example,45265 Ethan Forest,http://gleichner.test/angla_ankunding,Austin,TX,18733-7122,30.465486934261605,-97.46919374776598,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
900,Harmony Haven,(653) 330-2179,keenan_bayer@hilpert.test,755 Spencer Heights,http://rath.test/gaston.pouros,Memphis,TN,51153,34.86610075546854,-90.22236461287817,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
901,Homecoming Haven,1-560-983-5652,dana_okeefe@lind-keebler.test,563 Maynard Roads,http://mayert.example/todd,Milwaukee,WI,82119,43.10089512897638,-88.03705721587096,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
902,Rescue Refuge Center,(743) 946-7306,echo_roberts@greenholt.test,650 Bennett Cliffs,http://tromp.example/jessie.pollich,Boston,MA,70086,42.16341842191398,-71.03457950176279,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
903,Cherished Dreams Refuge,1-171-652-1891,tom_gislason@harber.test,94311 Tereasa Pike,http://beatty-kutch.example/elenora,Las Vegas,NV,28164-4626,35.94963354621057,-114.80490988253457,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
904,Serenity Shelter,257-847-1705,victor.reynolds@skiles.example,45705 Waelchi Corner,http://becker.example/clarence,Dallas,TX,97974-9926,32.75629857945898,-96.92092311659658,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
905,Emerald Oasis Shelter,158-881-4172,delia@smitham-quigley.test,9186 Elida Greens,http://gleason-quitzon.example/taunya,New York City,NY,58161,40.655190558275194,-74.03098288967061,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
906,Warmth and Welcome Shelter,1-882-723-9977,raymond_predovic@weissnat.example,19907 Esteban Prairie,http://fahey-blick.test/diedra,Raleigh,NC,79993-2168,35.824538958548914,-78.97881477378769,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
907,Bridge to Belonging,(382) 243-1516,tracey@murray.example,8421 Verline Union,http://streich-kihn.test/darryl_aufderhar,Denver,CO,62813,39.714724837307884,-104.89195407361439,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
